,Gender,Age,Debt,MaritalStatus,BankCustomer,EducationLevel,YearsEmployed,Default,Employed,CreditScore,DriversLicense,Citizen,PostalCode,Income,ApprovalStatus
623,Female,18.83,0,u,1,q,0.665,1,f,364,f,TRUE,160,1,FALSE
624,Female,21.58,0.79,y,0,cc,0.665,0,f,751,f,TRUE,160,0,FALSE
625,Female,23.75,12,u,1,c,2.085,1,f,430,f,FALSE,80,0,FALSE
626,Female,22,7.835,y,0,i,0.165,0,f,812,t,TRUE,?,0,FALSE
627,Female,36.08,2.54,u,1,ff,0,1,f,171,f,TRUE,0,1000,FALSE
628,Female,29.25,13,u,1,d,0.5,1,f,334,f,TRUE,228,0,FALSE
629,Male,19.58,0.665,u,1,w,1.665,1,f,159,f,TRUE,220,5,FALSE
630,Male,22.92,1.25,u,1,q,0.25,1,f,45,t,TRUE,120,809,FALSE
631,Male,27.25,0.29,u,1,m,0.125,0,t,785,t,TRUE,272,108,FALSE
632,Male,38.75,1.5,u,1,ff,0,1,f,614,f,TRUE,76,0,FALSE
633,Female,32.42,2.165,y,0,k,0,1,f,549,f,TRUE,120,0,FALSE
634,Male,23.75,0.71,u,1,w,0.25,1,t,511,t,TRUE,240,4,FALSE
635,Female,18.17,2.46,u,1,c,0.96,1,t,177,t,TRUE,160,587,FALSE
636,Female,40.92,0.5,y,0,m,0.5,1,f,496,t,TRUE,130,0,FALSE
637,Female,19.5,9.585,u,1,aa,0.79,0,f,885,f,TRUE,80,350,FALSE
638,Female,28.58,3.625,u,1,aa,0.25,1,f,390,t,TRUE,100,0,FALSE
639,Female,35.58,0.75,u,1,k,1.5,1,f,495,t,TRUE,231,0,FALSE
640,Female,34.17,2.75,u,1,i,2.5,1,f,309,t,TRUE,232,200,FALSE
641,?,33.17,2.25,y,0,cc,3.5,1,f,330,t,TRUE,200,141,FALSE
642,Female,31.58,0.75,y,0,aa,3.5,0,f,674,t,TRUE,320,0,FALSE
643,Male,52.5,7,u,1,aa,3,1,f,50,f,TRUE,0,0,FALSE
644,Female,36.17,0.42,y,0,w,0.29,1,f,268,t,TRUE,309,2,FALSE
645,Female,37.33,2.665,u,1,cc,0.165,0,f,652,t,TRUE,0,501,FALSE
646,Male,20.83,8.5,u,1,c,0.165,0,f,800,f,TRUE,0,351,FALSE
647,Female,24.08,9,u,1,aa,0.25,1,f,617,t,TRUE,0,0,FALSE
648,Female,25.58,0.335,u,1,k,3.5,1,f,62,t,TRUE,340,0,FALSE
649,Male,35.17,3.75,u,1,ff,0,0,t,789,f,TRUE,0,200,FALSE
650,Female,48.08,3.75,u,1,i,1,1,f,36,f,TRUE,100,2,FALSE
651,Male,15.83,7.625,u,1,q,0.125,1,t,74,t,TRUE,0,160,FALSE
652,Male,22.5,0.415,u,1,i,0.335,0,f,882,t,FALSE,144,0,FALSE
653,Female,21.5,11.5,u,1,i,0.5,1,f,80,t,TRUE,100,68,FALSE
654,Male,23.58,0.83,u,1,q,0.415,1,t,13,t,TRUE,200,11,FALSE
655,Male,21.08,5,y,0,ff,0,1,f,223,f,TRUE,0,0,FALSE
656,Female,25.67,3.25,u,1,c,2.29,1,t,378,t,TRUE,416,21,FALSE
657,Male,38.92,1.665,u,1,aa,0.25,0,f,670,f,TRUE,0,390,FALSE
658,Male,15.75,0.375,u,1,c,1,0,f,682,f,TRUE,120,18,FALSE
659,Male,28.58,3.75,u,1,c,0.25,1,t,580,t,TRUE,40,154,FALSE
660,Female,22.25,9,u,1,aa,0.085,1,f,564,f,TRUE,0,0,FALSE
661,Female,29.83,3.5,u,1,c,0.165,0,f,741,f,TRUE,216,0,FALSE
662,Male,23.5,1.5,u,1,w,0.875,1,f,14,t,TRUE,160,0,FALSE
663,Female,32.08,4,y,0,cc,1.5,1,f,74,t,TRUE,120,0,FALSE
664,Female,31.08,1.5,y,0,w,0.04,1,f,214,f,FALSE,160,0,FALSE
665,Female,31.83,0.04,y,0,m,0.04,0,f,781,f,TRUE,0,0,FALSE
666,Male,21.75,11.75,u,1,c,0.25,1,f,339,t,TRUE,180,0,FALSE
667,Male,17.92,0.54,u,1,c,1.75,0,t,833,t,TRUE,80,5,FALSE
668,Female,30.33,0.5,u,1,d,0.085,1,f,629,t,FALSE,252,0,FALSE
669,Female,51.83,2.04,y,0,ff,1.5,1,f,288,f,TRUE,120,1,FALSE
670,Female,47.17,5.835,u,1,w,5.5,1,f,47,f,TRUE,465,150,FALSE
671,Female,25.83,12.835,u,1,cc,0.5,1,f,573,f,TRUE,0,2,FALSE
672,Male,50.25,0.835,u,1,aa,0.5,1,f,197,t,TRUE,240,117,FALSE
673,?,29.5,2,y,0,e,2,1,f,53,f,TRUE,256,17,FALSE
674,Male,37.33,2.5,u,1,i,0.21,1,f,501,f,TRUE,260,246,FALSE
675,Male,41.58,1.04,u,1,aa,0.665,0,f,831,f,TRUE,240,237,FALSE
676,Male,30.58,10.665,u,1,q,0.085,1,t,65,t,TRUE,129,3,FALSE
677,Female,19.42,7.25,u,1,m,0.04,0,t,745,f,TRUE,100,1,FALSE
678,Male,17.92,10.21,u,1,ff,0,1,f,77,f,TRUE,0,50,FALSE
679,Male,20.08,1.25,u,1,c,0,1,f,75,f,TRUE,0,0,FALSE
680,Female,19.5,0.29,u,1,k,0.29,1,f,631,f,TRUE,280,364,FALSE
681,Female,27.83,1,y,0,d,3,1,f,200,f,TRUE,176,537,FALSE
682,Female,17.08,3.29,u,1,i,0.335,1,f,295,t,TRUE,140,2,FALSE
683,Female,36.42,0.75,y,0,d,0.585,1,f,502,f,TRUE,240,3,FALSE
684,Female,40.58,3.29,u,1,m,3.5,1,f,257,t,FALSE,400,0,FALSE
685,Female,21.08,10.085,y,0,e,1.25,1,f,533,f,TRUE,260,0,FALSE
686,Male,22.67,0.75,u,1,c,2,1,t,40,t,TRUE,200,394,FALSE
687,Male,25.25,13.5,y,0,ff,2,1,t,241,t,TRUE,200,1,FALSE
688,Female,17.92,0.205,u,1,aa,0.04,1,f,35,f,TRUE,280,750,FALSE
689,Female,35,3.375,u,1,c,8.29,1,f,349,t,TRUE,0,0,FALSE
